Andhra Pradesh,994
Arunachal Pradesh,92
Assam,1779
Bihar,1008
Chhattisgarh,1626
Goa,61
Gujarat,982
Haryana,1187
Himachal Pradesh,252
Jammu & Kashmir,256
Jharkhand,1109
Karnataka,1655
Kerala,1656
Madhya Pradesh,4882
Maharashtra,4189
Manipur,55
Meghalaya *,190
Mizoram,23
Nagaland,26
Odisha,1983
Punjab,838
Rajasthan,3656
Sikkim,92
Tamil Nadu,319
Telangana,1278
Tripura,207
Uttar Pradesh,4816
Uttarakhand,336
West Bengal,1110
TOTAL STATE(S),36657
N TERRITORIES:,
A & N Islands,30
Chandigarh,68
D&N Haveli,14
Daman & Diu,12
Delhi UT,2155
Lakshadweep,5
Puducherry,6
TOTAL UT(S),2290
TOTAL (ALL INDIA),38947
6,29,44,361
2,9,7,29
9,12,20,985
0,5,122,380
21,29,47,222
3,5,7,6
12,21,39,292
25,19,44,549
6,2,2,43
1,0,11,93
0,6,74,585
16,39,87,463
73,63,74,369
35,108,157,1115
96,111,151,683
1,3,7,9
37,20,19,53
4,3,3,9
3,2,1,11
0,0,0,6
16,26,39,223
147,139,269,704
1,1,2,36
0,9,45,92
1,127,155,355
0,7,15,102
27,154,441,1851
2,1,0,118
28,0,94,337
572,950,1976,10081
0,2,2,4
2,1,7,12
0,0,0,10
56,131,188,410
0,0,0,2
0,3,1,1
58,137,198,439
630,1087,2174,10520
5,14,280,255,0
0,4,3,29,9
2,32,605,114,0
53,12,383,26,27
21,36,784,424,42
3,0,11,24,2
11,12,365,224,6
35,22,109,369,15
7,3,84,104,1
3,3,26,115,4
26,37,334,10,37
37,7,379,614,13
24,26,628,370,29
47,43,1592,1692,93
56,38,1422,1569,63
0,1,18,16,0
0,0,9,42,10
0,0,4,0,0
0,0,2,3,4
0,0,0,558,1419
3,5,203,320,3
46,30,587,1704,30
0,7,5,8,32
10,0,138,23,2
60,5,371,180,24
3,0,54,26,0
80,80,1195,975,13
1,2,80,116,16
2,0,0,536,113
0,0,14,8,0
1,1,11,29,4
0,4,0,0,0
0,0,0,12,0
64,133,368,728,77
0,0,3,0,0
0,0,1,0,0
600,557,10068,11223,2088
